,姓名,性别,职称,医院,一级科室,二级科室,简介
4088,王幸儿,女,副主任医师,浙江省中医院,妇产科,妇科门诊,"妇科,论文,治疗,成果,中管局,临床,卫生厅,参与"
4089,包文斐,女,副主任医师,浙江省中医院,妇产科,妇科门诊,"中医药,临床,治疗,综合征,效果,计划,研究,调理"
4090,梁若笳,女,副主任医师,浙江省中医院,妇产科,妇科门诊,"患者,术后,结合,女性,大家,综合症,浙江省,临床"
4091,张婷,女,副主任医师,浙江省中医院,妇产科,妇科门诊,"子宫,妇科,浙江省,临床,分会,科研,综合征,主持"
4092,应敏丽,女,副主任医师,浙江省中医院,妇产科,妇科门诊,"综合征,不孕症,疾病,省部级,发表,中医药大学,浙江,课程"
4093,陈玉燕,女,主任医师,浙江省中医院,儿科,儿科门诊,"儿科,浙江省,临床,疾病,障碍,心理卫生,儿童,分会"
4094,陈健,女,主任医师,浙江省中医院,儿科,儿科门诊,"儿科,难治性,中医药学会,分会,反复,呼吸道,方向,免疫"
4095,宣桂琪,男,主任医师,浙江省中医院,儿科,儿科门诊,"儿科,专家,指导老师,疾病,厌食,疳积,教授,兼职"
4096,陈华,女,主任医师,浙江省中医院,儿科,儿科门诊,"小儿,学术,硕士生,儿科,腹泻,继承人,导师,临床"
4097,罗荣泉,男,副主任医师,浙江省中医院,儿科,儿科门诊,"遗尿,慢性病,临床,小儿,泄泻,常见病,特长,调治"
4098,王晓鸣,女,主任医师,浙江省中医院,儿科,儿科门诊,"儿童,特长,中医,儿科,分会,抽动症,社会,多动症"
4099,李岚,女,副主任医师,浙江省中医院,儿科,儿科门诊,"儿科,浙江省,小儿,获,中西医,中医,专家,临床"
4100,俞景茂,男,主任医师,浙江省中医院,儿科,儿科门诊,"中医药学会,儿科,治疗,专业,专家,省部级,国医,学术论文"
4101,张源,男,副主任医师,浙江省中医院,儿科,儿科门诊,"呼吸道,小儿,浙江省,儿科,发表,结合,治疗,过敏性"
4102,盛丽先,女,主任医师,浙江省中医院,儿科,儿科门诊,"浙江省,中医,科学技术,全国,学会,指导老师,成果,省部级"
4103,朱永琴,女,主任医师,浙江省中医院,儿科,儿科门诊,"浙江省,科研,主持,儿科,儿童,哮喘,委员会,委员"
4104,董勤,女,主任医师,浙江省中医院,儿科,儿科门诊,"小儿,治疗,结合,紫癜,成果,中医,干预,诊断"
4105,余勤,女,主任医师,浙江省中医院,儿科,儿科门诊,"浙江省,项,主持,调理,中医,治疗,疾病,方面"
4106,张珏,女,副主任医师,浙江省中医院,眼科,眼科门诊,"青光眼,眼科,兼职,临床,病变,视网膜,中华,眼科学"
4107,陈国孝,男,副主任医师,浙江省中医院,眼科,眼科门诊,"浙江省,中医药学会,眼科,理事,副教授,专家库,硕士,分会"
4108,孙洁,女,副主任医师,浙江省中医院,眼科,眼科门诊,"眼科,手术,兼职,浙江大学,原,医学部,白内障,出血"
4109,韩红波,女,副主任医师,浙江省中医院,眼科,眼科门诊,"眼科,上海,青光眼,中西医,医院,兼职,眼底,治疗"
4110,张怡,女,副主任医师,浙江省中医院,眼科,眼科门诊,"眼科,矫正术,上,白内障,眼袋,眼睑,澳,美容"
4111,刘晓光,女,副主任医师,浙江省中医院,耳鼻咽喉科,耳鼻喉科门诊,"喉科,耳鼻咽,疾病,临床,辩证,鼻炎,声带,鼻"
4112,李正虹,女,副主任医师,浙江省中医院,耳鼻咽喉科,耳鼻喉科门诊,"耳鼻喉科,疾病,临床,过敏性,中耳炎,治疗,中医,放化疗"
4113,徐翔,男,副主任医师,浙江省中医院,耳鼻咽喉科,耳鼻喉科门诊,"手术,鼻,方向,纤维,鼻窦炎,内窥镜,鼻咽,乳头状"
4114,唐旭霞,女,主任医师,浙江省中医院,耳鼻咽喉科,耳鼻喉科门诊,"耳,耳聋,临床,浙江省,委员会,手术,项,眩晕"
4115,张健,男,副主任医师,浙江省中医院,耳鼻咽喉科,耳鼻喉科门诊,"治疗,喉科,耳鼻咽,技术,鼻窦炎,疾病,多发病,手术"
4116,赵荣祥,男,主任医师,浙江省中医院,耳鼻咽喉科,耳鼻喉科门诊,"喉科,省,科研,主持,鼻炎,结合,耳鼻咽,诊治"
4117,郑沙盟,男,主任医师,浙江省中医院,耳鼻咽喉科,耳鼻喉科门诊,"中医,声带,浙江,调护,成果,主持,项,发表"
4118,刘俊,男,副主任医师,浙江省中医院,耳鼻咽喉科,耳鼻喉科门诊,"治疗,肿瘤,参与,鼻部,诊治,科研,疾病,技术"
4119,丛品,女,主任医师,浙江省中医院,耳鼻咽喉科,耳鼻喉科门诊,"中医,临床,专业,治疗,调理,疾病,鼻窦炎,耳鼻喉科"
4120,魏炯洲,男,副主任医师,浙江省中医院,耳鼻咽喉科,耳鼻喉科门诊,"治疗,中医药,浙江省,浙江,疾病,参与,委员,耳鼻喉科"
4121,曹效平,男,副主任医师,浙江省中医院,耳鼻咽喉科,耳鼻喉科门诊,"眩晕,耳,耳聋,参与,委员,中国,耳鸣,协会"
4122,刘俊,男,副主任医师,浙江省中医院,耳鼻咽喉科,鼾症(耳鼻喉),"治疗,肿瘤,参与,鼻部,诊治,科研,疾病,技术"
4123,吴坚,男,副主任医师,浙江省中医院,口腔科,口腔科门诊,"疾病,治疗,期刊,发表,牙髓,临床,修复,拔除"
4124,蒋训达,男,副主任医师,浙江省中医院,口腔科,口腔科门诊,"术,修复,处理,义齿,牙体,烤瓷,牙,职务"
4125,钟明红,女,主任医师,浙江省中医院,口腔科,口腔科门诊,"临床,诊治,牙髓,从事,期刊,发表,口腔,成人"
4126,金耀清,男,副主任医师,浙江省中医院,口腔科,口腔科门诊,"临床,治疗,为主,工作,修复,口腔,毕业,牙"
4127,耿玮,男,副主任医师,浙江省中医院,口腔科,口腔科门诊,"临床,口腔,错合,美容,畸形,牙齿,矫治,外科"
4128,许雪仙,女,主任医师,浙江省中医院,口腔科,口腔科门诊,"临床,口腔,舌痛,口臭,期刊,发表,采用,方法"
4129,马丽俐,女,主任医师,浙江省中医院,皮肤科,皮肤科门诊,"浙江省,分会,中医,皮肤科,浙江,中西医,中医药学会,美容"
4130,曹毅,男,主任医师,浙江省中医院,皮肤科,皮肤科门诊,"分会,浙江省,中医药学会,中医,常务理事,临床,学会,皮肤性病"
4131,陶茂灿,男,主任医师,浙江省中医院,皮肤科,皮肤科门诊,"分会,疾病,专科,主持,浙江省,美容,科技进步,项"
4132,余土根,男,主任医师,浙江省中医院,皮肤科,皮肤科门诊,"皮肤病,学会,中国,浙江省,主任医师,专家,省,医学美容"
4133,吴蓓玲,女,主任医师,浙江省中医院,皮肤科,皮肤科门诊,"治疗,皮肤病,性病,浙江省,临床,激光,项,白癜风"
4134,杨晓红,女,副主任医师,浙江省中医院,皮肤科,皮肤科门诊,"美容,分会,中西医,皮肤,治疗,委员,中医药学会,皮肤病"
4135,何慧英,女,主任医师,浙江省中医院,皮肤科,皮肤科门诊,"脱发,工作,获,浙江省,治疗,专家,毛发,生发"
4136,郑益志,男,副主任医师,浙江省中医院,皮肤科,皮肤科门诊,"皮肤病,浙江省,结合,中西医,技术,美容,中医药,结缔组织"
4137,王锰,男,副主任医师,浙江省中医院,皮肤科,皮肤科门诊,"皮肤病,诊治,发表文章,皮肤科,病,常见病,红斑狼疮,从事"
4138,曾海峰,男,副主任医师,浙江省中医院,医疗美容科,医学整形美容科,"矫正,委员,脂肪,乳房,医学会,全面,年轻化,省"
4139,曾海峰,男,副主任医师,浙江省中医院,医疗美容科,鼻综合门诊,"矫正,委员,脂肪,乳房,医学会,全面,年轻化,省"
4140,高静芳,女,主任医师,浙江省中医院,精神科,心理精卫,"障碍,心理,兼职,临床,医学,教员,心理障碍,心理咨询"
4141,陈春凤,女,副主任医师,浙江省中医院,精神科,心理精卫,"障碍,心身医学,精神,科研工作,心理,方面,老年痴呆,焦虑症"
4142,叶蕾,女,副主任医师,浙江省中医院,传染科,慢性肝病,"省,发表,课题,主持,中西医,临床,肝病,消化性"
4143,叶卫江,男,主任医师,浙江省中医院,传染科,慢性肝病,"浙江省,杭州市,肝病,临床,病,治疗,感染,杂志"
4144,朱肖鸿,女,主任医师,浙江省中医院,传染科,慢性肝病,"肝病,主持,浙江省,结合,发表,感染,教材,中医药学会"
4145,傅淑艳,女,副主任医师,浙江省中医院,传染科,慢性肝病,"主持,治疗,肝炎,临床,肝病,疾病,口腔溃疡,发表"
4146,朱东,男,副主任医师,浙江省中医院,传染科,慢性肝病,"肝病,浙江省,结合,中西医,担任,教学,脂肪肝,医学"
4147,叶荣夏,男,主任医师,浙江省中医院,传染科,慢性肝病,"感染,病,肝,肝炎,引起,艾滋病,委员,浙江省"
4148,陈群伟,男,副主任医师,浙江省中医院,肿瘤科,肿瘤科门诊,"浙江省,完成,省,发表,结合,中西医,肿瘤,委员会"
4149,舒琦瑾,男,主任医师,浙江省中医院,肿瘤科,肿瘤科门诊,"肿瘤,国家,临床,中西医,结合,中医药,药物,治疗"
4150,沈敏鹤,男,主任医师,浙江省中医院,肿瘤科,肿瘤科门诊,"浙江省,专业,中医药学会,常委,博士生,导师,人才,研修"
4151,王彬彬,男,副主任医师,浙江省中医院,肿瘤科,肿瘤科门诊,"肿瘤,浙江省,专委会,治疗,委员,协会,临床,省"
4152,郭勇,男,主任医师,浙江省中医院,肿瘤科,肿瘤科门诊,"肿瘤,浙江省,中国,专家,学会,杂志,中西医,常委"
4153,杨维泓,女,副主任医师,浙江省中医院,肿瘤科,肿瘤科门诊,"肿瘤,专业,中西医,科研,主持,诊治,科技,医师"
4154,陈培丰,男,主任医师,浙江省中医院,肿瘤科,肿瘤科门诊,"中西医,肿瘤,硕士,临床,肝癌,结合,委员会,完成"
4155,陈良良,男,主任医师,浙江省中医院,肿瘤科,肿瘤科门诊,"临床,肿瘤,科研,浙江省,治疗,专委会,工作,卫生厅"
4156,谢长生,男,主任医师,浙江省中医院,肿瘤科,肿瘤科门诊,"浙江省,肿瘤,治疗,中医肿瘤,专委会,专业,肺癌,基金"
4157,周维顺,男,主任医师,浙江省中医院,肿瘤科,肿瘤科门诊,"专家,肿瘤,全国,中国,浙江省,委员会,评审,国家"
4158,徐颖扉,女,副主任医师,浙江省中医院,肿瘤科,肿瘤科门诊,"肿瘤,浙江省,研究,临床,温胆汤,科研,治疗,社会"
4159,朱国猛,男,副主任医师,浙江省中医院,肿瘤科,肿瘤科门诊,"管理,研究课题,部分,课题,擅长,胃癌,营养,瘤"
4160,阮善明,男,副主任医师,浙江省中医院,肿瘤科,肿瘤科门诊,"省,青年,肿瘤,浙江省,中西医,科技,中医药学会,委员"
4161,鲍旻奂,男,副主任医师,浙江省中医院,肿瘤科,肿瘤科门诊,"临床,肿瘤,中西医,治疗,社会,结合,规范化,兼职"
4162,潘磊,男,副主任医师,浙江省中医院,肿瘤科,肿瘤科门诊,"浙江省,肿瘤,分会,中医药,教学,人才,委员,结合"
4163,谷建钟,男,副主任医师,浙江省中医院,肿瘤科,肿瘤科门诊,"肿瘤,省,治疗,浙江省,科技进步,中西医,委员,郭勇"
4164,张海峰,男,主任医师,浙江省中医院,康复医学科,康复科,"康复,浙江省,科技,针灸,分会,中医,哮喘,骨伤"
4165,沈淑华,女,副主任医师,浙江省中医院,疼痛科,疼痛门诊,"疼痛,临床,调理,哮喘,过敏性,低下,亚健康,出"
4166,张娟,女,主任医师,浙江省中医院,疼痛科,疼痛门诊,"疼痛,浙江省,获,资助,治疗,分会,科,擅长"
4167,张娟,女,主任医师,浙江省中医院,疼痛科,疑难痛,"疼痛,浙江省,获,资助,治疗,分会,科,擅长"
4168,张春丽,女,主任医师,浙江省中医院,病理科,病理科,无
4169,方蓉,女,副主任医师,浙江省中医院,病理科,病理科,"临床,病理,成果,获,科研,诊断,核心,期刊"
4170,毛玉萍,女,副主任医师,浙江省中医院,病理科,病理科,无
4171,董春鸽,女,副主任医师,浙江省中医院,病理科,病理科,"胃癌,妇科,妇产科,专著,病理,成果,市级,女性"
4172,陈雅梅,女,副主任医师,浙江省中医院,医学影像科,超声诊断科,"超声,腹部,医学,省,优秀论文,扩张,学会,市级"
4173,吴夫明,男,副主任医师,浙江省中医院,医学影像科,超声诊断科,"超声,浅表,交流,疾病,检查,擅长,成果,省部级"
4174,王丽,女,副主任医师,浙江省中医院,医学影像科,超声诊断科,"诊断,妇科,疾病,成果,专业,发表,临床,浅表"
4175,蒋晓春,女,副主任医师,浙江省中医院,医学影像科,超声诊断科,"超声,诊断,治疗,浙江省,浅表,交流,委员,分会"
4176,陈芬,女,副主任医师,浙江省中医院,医学影像科,超声诊断科,"超声,诊断,诊疗,浙江省,发表,腹部,疾病,全身"
4177,梁哲浩,男,副主任医师,浙江省中医院,医学影像科,超声诊断科,"诊断,超声,学士,国家,擅长,主持,成果,乳腺"
4178,陈超,女,副主任医师,浙江省中医院,医学影像科,放疗科门诊,"参与,擅长,放疗,乳腺癌,肿瘤,直肠癌,胸部,sci"
4179,许茂盛,男,主任医师,浙江省中医院,医学影像科,影像诊断,"委员会,浙江省,影像,介入,科研,参编,中国,专业"
4180,喻迎星,女,副主任医师,浙江省中医院,医学影像科,影像诊断,"诊断,乳腺,mri,成果,实际,科研课题,学习,局级"
4181,孙志超,男,副主任医师,浙江省中医院,医学影像科,影像诊断,"治疗,肿瘤,专业,委员,介入,穿刺,医学,影像"
4182,曹志坚,男,副主任医师,浙江省中医院,医学影像科,影像诊断,"诊断,影像学,神经系统,具备,医学,疾病,腹部,胸部"
4183,张丽霞,女,副主任医师,浙江省中医院,医学影像科,骨肿瘤内放疗,"诊断,治疗,显像,核医学,影像,浙江省,工作,兼职"
4184,张丽霞,女,副主任医师,浙江省中医院,医学影像科,甲亢核素治疗,"诊断,治疗,显像,核医学,影像,浙江省,工作,兼职"
4185,张丽霞,女,副主任医师,浙江省中医院,医学影像科,类风关核素治疗,"诊断,治疗,显像,核医学,影像,浙江省,工作,兼职"
4186,张丽霞,女,副主任医师,浙江省中医院,医学影像科,核医学科,"诊断,治疗,显像,核医学,影像,浙江省,工作,兼职"
4187,宋鸿权,男,主任医师,浙江省中医院,中医科,推拿科门诊,"浙江省,推拿,分会,兼职,中医,康复,技术,颈椎病"
4188,杜红根,男,主任医师,浙江省中医院,中医科,推拿科门诊,"症,中医,推拿,分会,脊柱,中医药,治疗,中国"
4189,蒋忠,男,副主任医师,浙江省中医院,中医科,推拿科门诊,"脊柱,推拿,职务,疾病,颈椎病,胸椎,兼职,退行性"
4190,郁继伟,男,副主任医师,浙江省中医院,中医科,推拿科门诊,"成果,症,职务,胸椎,特长,奖,发表,诊治"
4191,沈淑华,女,副主任医师,浙江省中医院,中医科,养生保健,"疼痛,临床,调理,哮喘,过敏性,低下,亚健康,出"
4192,金明兰,女,副主任医师,浙江省中医院,中医科,养生保健,"中医,养生,体质,成果,教材,中医药学会,调理,体虚"
4193,马伟丰,男,副主任医师,浙江省中医院,中医科,养生保健,"诊断,浙江省,结合,医疗,省部级,治疗,获省,二等奖"
4194,叶美颜,女,副主任医师,浙江省中医院,中医科,养生保健,"支气管,临床,工作,学习,糖尿病,冠心病,高血压病,障碍"
4195,莫晓枫,女,副主任医师,浙江省中医院,中医科,针灸科门诊,"浙江省,结合,分会,理事,会,综合症,成果,参与"
4196,徐福,男,主任医师,浙江省中医院,中医科,针灸科门诊,"浙江省,省,针灸,病,委员会,失眠症,相结合,治疗"
4197,马泽云,男,副主任医师,浙江省中医院,中医科,针灸科门诊,"临床,病,穴位,小儿,治疗,获,疾病,哮喘"
4198,宣丽华,女,主任医师,浙江省中医院,中医科,针灸科门诊,"浙江省,临床,分会,会,中国,针灸,治疗,夏治"
4199,徐勇刚,男,副主任医师,浙江省中医院,中医科,针灸科门诊,"主持,浙江省,中医药学会,考试,委员,分会,实践,技能"
4200,毕颖,女,副主任医师,浙江省中医院,中医科,针灸科门诊,"浙江省,临床,疾病,教材,主持,会,储备,障碍性"
4201,吴高飞,男,副主任医师,浙江省中医院,中医科,针灸科门诊,"腰椎间盘,运动,医疗,神经系统,组长,脑卒中,擅长,神经炎"
4202,金涛,男,主任医师,浙江省中医院,中医科,中内科门诊,"治疗,教授,过敏性,疾病,临床,兼职,膏方,成果"
4203,周亨德,男,主任医师,浙江省中医院,中医科,中内科门诊,"脾胃,内科,学会,教授,全国,浙江省,主任委员,病"
4204,周平龙,男,副主任医师,浙江省中医院,中医科,中内科门诊,"中医,临床,疾病,顽固性,中风,期,颇丰,反复"
4205,陈珺,女,副主任医师,浙江省中医院,中医科,中内科门诊,"中医,调理,兼职,分会,中医药学会,保健,杏苑,教授"
4206,陈意,男,主任医师,浙江省中医院,中医科,中内科门诊,"中医,浙江省,临床,委员会,专家,研究员,保健,学术"
4207,王坤根,男,主任医师,浙江省中医院,中医科,中内科门诊,"浙江省,中医,浙江,临床,研究,冠心病,专家,肿瘤"
4208,智屹惠,女,副主任医师,浙江省中医院,中医科,中内科门诊,"肺病,成果,临床,呼吸系统,胃,呼吸道,特长,消化系统"
4209,何煜舟,男,主任医师,浙江省中医院,中医科,中内科门诊,"分会,中医药,中医,中医药学会,委员,职务,医院,成果"
4210,龙惠珍,女,副主任医师,浙江省中医院,中医科,中内科门诊,"中医,内科,中医药学会,分会,临床,失眠,复发性,颈椎病"
4211,夏永良,男,副主任医师,浙江省中医院,中医科,中内科门诊,"中医,内科,临床,分会,教研室,中医药学会,专家,浙江省"
4212,蒋旭宏,男,副主任医师,浙江省中医院,中医科,中内科门诊,"浙江省,分会,疾病,中医,急危重症,国家,科学,结合"
4213,汤军,女,主任医师,浙江省中医院,中医科,中内科门诊,"内科,专家,教授,分会,结合,宋康,擅长于,妇科"
4214,王新华,男,主任医师,浙江省中医院,中医科,中内科门诊,"支气管,全国,中西,结合,呼吸,硕士,呼吸系统,研究生"
4215,潘智敏,女,主任医师,浙江省中医院,中医科,中内科门诊,"浙江省,学术,中医,内科,分会,老年病,中医药,治疗"
4216,胡秋未,女,副主任医师,浙江省中医院,中医科,中内科门诊,"中医,徐志瑛,冬令,临床,特长,呼吸,疾病,系"
4217,宋康,男,主任医师,浙江省中医院,中医科,中内科门诊,"呼吸,中医,国家,浙江省,浙江,专家,疾病,肺癌"
4218,傅淑艳,女,副主任医师,浙江省中医院,中医科,中内科门诊,"主持,治疗,肝炎,临床,肝病,疾病,口腔溃疡,发表"
4219,徐新平,男,主任医师,浙江省中医院,中医科,中内科门诊,"中医,临床,浙江省,创新,脾胃,西医,结合,膏方"
4220,徐华,男,副主任医师,浙江省中医院,中医科,中内科门诊,"专业,创伤,临床,哮喘,医学会,高血脂,高血压,浙江省"
4221,周水晶,男,副主任医师,浙江省中医院,中医科,中内科门诊,"临床,中西医,发表,浙江,成果,呼吸系统,教材,急救"
4222,纪云西,男,主任医师,浙江省中医院,中医科,中内科门诊,"教授,中医药大学,中国,脾胃,中医药,评议,发表,学会"
4223,裘生梁,男,副主任医师,浙江省中医院,中医科,中内科门诊,"浙江省,中医药学会,治疗,调理,青年,委员,内科,支气管"
4224,张光霁,男,主任医师,浙江省中医院,中医科,中内科门诊,"中医,省,课题,内科,主持,发表,中华,获"
4225,宋鸿权,男,主任医师,浙江省中医院,中医科,颈椎疾病,"浙江省,推拿,分会,兼职,中医,康复,技术,颈椎病"
4226,杜红根,男,主任医师,浙江省中医院,中医科,颈椎疾病,"症,中医,推拿,分会,脊柱,中医药,治疗,中国"
4227,叶美颜,女,副主任医师,浙江省中医院,中医科,老年病门诊,"支气管,临床,工作,学习,糖尿病,冠心病,高血压病,障碍"
4228,杜红根,男,主任医师,浙江省中医院,中医科,青少年脊柱侧弯,"症,中医,推拿,分会,脊柱,中医药,治疗,中国"
4229,毛威,男,主任医师,浙江省中医院,中医科,特需门诊,"浙江省,心血管,分会,结合,委员会,心血管病,研究,临床"
4230,宋鸿权,男,主任医师,浙江省中医院,中医科,腰椎间盘突出症,"浙江省,推拿,分会,兼职,中医,康复,技术,颈椎病"
4231,杜红根,男,主任医师,浙江省中医院,中医科,腰椎间盘突出症,"症,中医,推拿,分会,脊柱,中医药,治疗,中国"
4232,夏永良,男,副主任医师,浙江省中医院,中医科,教学门诊,"中医,内科,临床,分会,教研室,中医药学会,专家,浙江省"
4233,龙惠珍,女,副主任医师,浙江省中医院,中医科,教学门诊,"中医,内科,中医药学会,分会,临床,失眠,复发性,颈椎病"
4234,毕颖,女,副主任医师,浙江省中医院,中医科,针灸助孕,"浙江省,临床,疾病,教材,主持,会,储备,障碍性"
4235,严沛元,男,副主任医师,浙江省人民医院（望江院区）,内科,呼吸内科,
4236,张孝钦,男,副主任医师,浙江省人民医院（望江院区）,内科,呼吸内科,
4237,吴晖,男,副主任医师,浙江省人民医院（望江院区）,内科,内分泌科,"糖尿病,浙江省,研究,临床,医学院,科研,医院,疾病"
4238,林燕,女,暂无,浙江省人民医院（望江院区）,内科,消化内科,
4239,雷荣土,男,副主任医师,浙江省人民医院（望江院区）,内科,心内科,
4240,杜永远,男,暂无,浙江省人民医院（望江院区）,内科,心内科,
4241,胡琳,女,副主任医师,浙江省人民医院（望江院区）,内科,心内科,
4242,洪乐凤,女,主任医师,浙江省人民医院（望江院区）,内科,心内科,
4243,周公民,男,副主任医师,浙江省人民医院（望江院区）,内科,心内科,
4244,陈仁清,女,副主任医师,浙江省人民医院（望江院区）,内科,心内科,
4245,倪建芳,女,主任医师,浙江省人民医院（望江院区）,内科,心内科,
4246,边平达,男,主任医师,浙江省人民医院（望江院区）,内科,心内科,"浙江省,工作,防治,骨质,医药卫生,获,医学,医学教育"
4247,来芹美,女,主任医师,浙江省人民医院（望江院区）,内科,心内科,
4248,潘克勤,女,副主任医师,浙江省人民医院（望江院区）,康复医学科,康复科,
4249,姚波,女,副主任医师,浙江省人民医院（望江院区）,康复医学科,康复科,
4250,张志芳,男,主任医师,浙江省人民医院（望江院区）,中医科,儿科,"儿科,小儿,佝偻病,疾病,教授,美国,新泽西州,教育"
4251,沈一曼,女,副主任医师,浙江省人民医院（望江院区）,中医科,儿科,"哮喘,代谢性,呼吸道,抢救,消化道,危重,感染,早产儿"
4252,吴美珍,女,副主任医师,浙江省人民医院（望江院区）,中医科,儿科,"儿科,疾病,治疗,合理,儿童,代谢性,内分泌,归纳"
4253,祝云娟,女,副主任医师,浙江省人民医院（望江院区）,中医科,儿科,"儿童,神经,康复,小儿,独到,儿科,相关,疾病"
4254,彭澎,女,副主任医师,浙江省人民医院（望江院区）,中医科,儿科,"疾病,儿科,呼吸道,工作,反复,卫生厅,诊治,临床"
4255,厉军,男,主任医师,浙江省人民医院（望江院区）,中医科,肛肠科,"诊治,治疗,相关,粘膜,大肠,选择,直肠,综合"
4256,金建明,男,副主任医师,浙江省人民医院（望江院区）,中医科,针推科门诊,
4257,殷建权,男,暂无,浙江省人民医院（望江院区）,中医科,针推科门诊,
4258,严伟,男,暂无,浙江省人民医院（望江院区）,中医科,针推科门诊,
4259,李丙华,男,副主任医师,浙江省人民医院（望江院区）,其他,耳鼻咽喉科(望江山 ),"擅长,过敏性,鼾症,微创,耳聋,诊治,耳鸣,疾病"
4260,白虹,女,副主任医师,浙江省人民医院（望江院区）,其他,泌尿外科,"肿瘤,泌尿外科,女性,独立,成形术,术,术后,肾"
4261,诸葛勇华,男,主任医师,浙江省人民医院（望江院区）,其他,外科,"普外科,手术,工作,静脉,胃癌,浙江省,根治术,疑难"
4262,刘哲,女,副主任医师,浙江省人民医院（望江院区）,其他,眼科(望疗),
4263,潘青,女,暂无,浙江省人民医院（望江院区）,其他,眼科(望疗),
4264,卢美萍,女,正高级,浙江大学儿童医院(滨江新院区),内科,风湿/免疫/过敏,"风湿,留学,擅长,疾病,博士,博士生,科,处理"
4265,郭莉,女,中级,浙江大学儿童医院(滨江新院区),内科,风湿/免疫/过敏,无
4266,朱卫华,女,正高级,浙江大学儿童医院(滨江新院区),内科,心血管科.,"内科,术,心脏病,缺,心源性,人,冠状,扩张"
4267,章毅英,女,正高级,浙江大学儿童医院(滨江新院区),内科,心血管科.,"心血管,心脏病,儿科,疾病,儿,小儿,治疗,诊断"
4268,龚方戚,男,正高级,浙江大学儿童医院(滨江新院区),内科,心血管科.,"心血管,治疗,冠状动脉,心脏病,儿科,疾病,小儿,博士生"
4269,解春红,女,正高级,浙江大学儿童医院(滨江新院区),内科,心血管科.,"心血管,治疗,兼,博士,硕士生,英国,进修,川崎"
4270,汪伟,男,正高级,浙江大学儿童医院(滨江新院区),内科,心血管科.,"儿童,心血管,治疗,疾病,诊断,医务科,儿科,消融"
4271,傅松龄,男,副高级,浙江大学儿童医院(滨江新院区),内科,心血管科.,"小儿,儿科,疾病,危重病,研究,男,心内科,擅长"
4272,刘金玲,女,副高级,浙江大学儿童医院(滨江新院区),内科,脱敏科.,"儿童,治疗,呼吸科,儿科学,常见病,多发病,呼吸道,哮喘"
4273,赵雄,男,副高级,浙江大学儿童医院(滨江新院区),外科,烧伤整形科.,"小儿,诊断,治疗,教学,男,烧伤,临床,外科"
4274,姜润松,男,副高级,浙江大学儿童医院(滨江新院区),外科,烧伤整形科.,"疤痕,转移,儿科学,博士,男,整形外科,烧烫伤,诊治"
4275,赵雄,男,副高级,浙江大学儿童医院(滨江新院区),外科,血管瘤整形科,"小儿,诊断,治疗,教学,男,烧伤,临床,外科"
4276,姜润松,男,副高级,浙江大学儿童医院(滨江新院区),外科,血管瘤整形科,"疤痕,转移,儿科学,博士,男,整形外科,烧烫伤,诊治"
4277,孙莉颖,女,副高级,浙江大学儿童医院(滨江新院区),妇产科,小儿妇科.,"妇科,小儿,疾病,青春期,儿童,性早熟,诊断,异物"
4278,高峰,男,正高级,浙江大学儿童医院(滨江新院区),儿科,抽动多动门诊,"儿科,小儿,诊断,神经系统,疾病,神经内科,福井,医科大学"
4279,江佩芳,女,正高级,浙江大学儿童医院(滨江新院区),儿科,抽动多动门诊,"儿科,疾病,小儿,诊断,教学,人,神经内科,擅长"
4280,夏哲智,男,正高级,浙江大学儿童医院(滨江新院区),儿科,癫痫专科门诊,"疾病,神经内科,癫痫,研究,神经,诊治,瘫痪,内科"
4281,高峰,男,正高级,浙江大学儿童医院(滨江新院区),儿科,癫痫专科门诊,"儿科,小儿,诊断,神经系统,疾病,神经内科,福井,医科大学"
4282,蒋优君,女,正高级,浙江大学儿童医院(滨江新院区),儿科,内分泌科.,"疾病,病人,儿童,诊断,内分泌,儿科,擅长,内分泌学"
4283,李筠,女,正高级,浙江大学儿童医院(滨江新院区),儿科,内分泌科.,"疾病,诊断,研究,儿科,教学,临床,专家,肥胖症"
4284,董关萍,女,正高级,浙江大学儿童医院(滨江新院区),儿科,内分泌科.,"疾病,内分泌,专业知识,疑难病症,甲状腺,代谢,常见疾病,人"
4285,洪芳,男,副高级,浙江大学儿童医院(滨江新院区),儿科,内分泌科.,"疾病,儿科学,男,科,肥胖症,诊断,小儿,代谢"
4286,陈雪峰,男,副高级,浙江大学儿童医院(滨江新院区),儿科,内分泌科.,无
4287,邹朝春,男,正高级,浙江大学儿童医院(滨江新院区),儿科,内分泌科.,"疾病,儿科学,日本,福井,男,内分泌科,小儿,工程"
4288,黄轲,男,副高级,浙江大学儿童医院(滨江新院区),儿科,内分泌科.,"儿科,疾病,内分泌,危重病,男,内分泌科,小儿,教学"
4289,陈英虎,男,正高级,浙江大学儿童医院(滨江新院区),儿科,内科门诊.,"加拿大,感染,儿,疾病,熟练掌握,活检,医学会,青年"
4290,俞惠民,男,正高级,浙江大学儿童医院(滨江新院区),儿科,内科门诊.,"新生儿,疾病,儿科,中华医学会,分会,基础理论,主任医师,博士生"
4291,朱卫华,女,正高级,浙江大学儿童医院(滨江新院区),儿科,内科门诊.,"内科,术,心脏病,缺,心源性,人,冠状,扩张"
